game,game_name,week,split,policy_id,replicates,draws,cost_mean,raw_prize_mean,robust_prize_mean,raw_pnl_mean,robust_pnl_mean
lotto649,大樂透,2007-W10,train,trained_blend,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W10,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W11,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W11,train,random_5,8,2,500.0,392.25,392.25,-107.75,-107.75
lotto649,大樂透,2007-W11,train,trained_best_5,8,2,500.0,250.0,250.0,-250.0,-250.0
lotto649,大樂透,2007-W11,train,trained_blend,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W11,train,trained_family_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W12,train,current_ensemble,8,2,500.0,325.0,325.0,-175.0,-175.0
lotto649,大樂透,2007-W12,train,random_5,8,2,500.0,275.0,275.0,-225.0,-225.0
lotto649,大樂透,2007-W12,train,trained_best_5,8,2,500.0,250.0,250.0,-250.0,-250.0
lotto649,大樂透,2007-W12,train,trained_blend,8,2,500.0,175.0,175.0,-325.0,-325.0
lotto649,大樂透,2007-W12,train,trained_family_ensemble,8,2,500.0,225.0,225.0,-275.0,-275.0
lotto649,大樂透,2007-W13,train,current_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W13,train,random_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W13,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W13,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W13,train,trained_family_ensemble,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W14,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W14,train,random_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W14,train,trained_best_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W14,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W14,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W15,train,current_ensemble,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W15,train,random_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W15,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W15,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W15,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W16,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W16,train,random_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W16,train,trained_best_5,8,2,500.0,250.0,250.0,-250.0,-250.0
lotto649,大樂透,2007-W16,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W16,train,trained_family_ensemble,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W17,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W17,train,random_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W17,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W17,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W17,train,trained_family_ensemble,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W18,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W18,train,random_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W18,train,trained_best_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W18,train,trained_blend,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W18,train,trained_family_ensemble,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W19,train,current_ensemble,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W19,train,random_5,8,2,500.0,300.0,300.0,-200.0,-200.0
lotto649,大樂透,2007-W19,train,trained_best_5,8,2,500.0,250.0,250.0,-250.0,-250.0
lotto649,大樂透,2007-W19,train,trained_blend,8,2,500.0,300.0,300.0,-200.0,-200.0
lotto649,大樂透,2007-W19,train,trained_family_ensemble,8,2,500.0,250.0,250.0,-250.0,-250.0
lotto649,大樂透,2007-W20,train,current_ensemble,8,2,500.0,819.5,819.5,319.5,319.5
lotto649,大樂透,2007-W20,train,random_5,8,2,500.0,819.5,819.5,319.5,319.5
lotto649,大樂透,2007-W20,train,trained_best_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W20,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W20,train,trained_family_ensemble,8,2,500.0,250.0,250.0,-250.0,-250.0
lotto649,大樂透,2007-W21,train,current_ensemble,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W21,train,random_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W21,train,trained_best_5,8,2,500.0,876.25,876.25,376.25,376.25
lotto649,大樂透,2007-W21,train,trained_blend,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W21,train,trained_family_ensemble,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W22,train,current_ensemble,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W22,train,random_5,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W22,train,trained_best_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W22,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W22,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W23,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W23,train,random_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W23,train,trained_best_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W23,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W23,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W24,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W24,train,random_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W24,train,trained_best_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W24,train,trained_blend,8,2,500.0,791.75,791.75,291.75,291.75
lotto649,大樂透,2007-W24,train,trained_family_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W25,train,current_ensemble,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W25,train,random_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W25,train,trained_best_5,8,2,500.0,250.0,250.0,-250.0,-250.0
lotto649,大樂透,2007-W25,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W25,train,trained_family_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W26,train,current_ensemble,8,2,500.0,275.0,275.0,-225.0,-225.0
lotto649,大樂透,2007-W26,train,random_5,8,2,500.0,751.5,751.5,251.5,251.5
lotto649,大樂透,2007-W26,train,trained_best_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W26,train,trained_blend,8,2,500.0,701.5,701.5,201.5,201.5
lotto649,大樂透,2007-W26,train,trained_family_ensemble,8,2,500.0,275.0,275.0,-225.0,-225.0
lotto649,大樂透,2007-W27,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W27,train,random_5,8,2,500.0,225.0,225.0,-275.0,-275.0
lotto649,大樂透,2007-W27,train,trained_best_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W27,train,trained_blend,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W27,train,trained_family_ensemble,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W28,train,current_ensemble,8,2,500.0,300.0,300.0,-200.0,-200.0
lotto649,大樂透,2007-W28,train,random_5,8,2,500.0,400.0,400.0,-100.0,-100.0
lotto649,大樂透,2007-W28,train,trained_best_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W28,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W28,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W29,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W29,train,random_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W29,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W29,train,trained_blend,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W29,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W30,train,current_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W30,train,random_5,8,2,500.0,300.0,300.0,-200.0,-200.0
lotto649,大樂透,2007-W30,train,trained_best_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W30,train,trained_blend,8,2,500.0,525.0,525.0,25.0,25.0
lotto649,大樂透,2007-W30,train,trained_family_ensemble,8,2,500.0,225.0,225.0,-275.0,-275.0
lotto649,大樂透,2007-W31,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W31,train,random_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W31,train,trained_best_5,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W31,train,trained_blend,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W31,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W32,train,current_ensemble,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W32,train,random_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W32,train,trained_best_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W32,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W32,train,trained_family_ensemble,8,2,500.0,275.0,275.0,-225.0,-225.0
lotto649,大樂透,2007-W33,train,current_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W33,train,random_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W33,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W33,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W33,train,trained_family_ensemble,8,2,500.0,1818.0,1818.0,1318.0,1318.0
lotto649,大樂透,2007-W34,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W34,train,random_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W34,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W34,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W34,train,trained_family_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W35,train,current_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W35,train,random_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W35,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W35,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W35,train,trained_family_ensemble,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W36,train,current_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W36,train,random_5,8,2,500.0,450.0,450.0,-50.0,-50.0
lotto649,大樂透,2007-W36,train,trained_best_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W36,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W36,train,trained_family_ensemble,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W37,train,current_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W37,train,random_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W37,train,trained_best_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W37,train,trained_blend,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W37,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W38,train,current_ensemble,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W38,train,random_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W38,train,trained_best_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W38,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W38,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W39,train,current_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W39,train,random_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W39,train,trained_best_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W39,train,trained_blend,8,2,500.0,1553.0,1553.0,1053.0,1053.0
lotto649,大樂透,2007-W39,train,trained_family_ensemble,8,2,500.0,1153.0,1153.0,653.0,653.0
lotto649,大樂透,2007-W40,train,current_ensemble,8,2,500.0,275.0,275.0,-225.0,-225.0
lotto649,大樂透,2007-W40,train,random_5,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W40,train,trained_best_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W40,train,trained_blend,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W40,train,trained_family_ensemble,8,2,500.0,225.0,225.0,-275.0,-275.0
lotto649,大樂透,2007-W41,train,current_ensemble,8,2,500.0,300.0,300.0,-200.0,-200.0
lotto649,大樂透,2007-W41,train,random_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W41,train,trained_best_5,8,2,500.0,11824.25,11824.25,11324.25,11324.25
lotto649,大樂透,2007-W41,train,trained_blend,8,2,500.0,517.875,517.875,17.875,17.875
lotto649,大樂透,2007-W41,train,trained_family_ensemble,8,2,500.0,250.0,250.0,-250.0,-250.0
lotto649,大樂透,2007-W42,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W42,train,random_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W42,train,trained_best_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W42,train,trained_blend,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W42,train,trained_family_ensemble,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W43,train,current_ensemble,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W43,train,random_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W43,train,trained_best_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W43,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W43,train,trained_family_ensemble,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W44,train,current_ensemble,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W44,train,random_5,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W44,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W44,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W44,train,trained_family_ensemble,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W45,train,current_ensemble,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W45,train,random_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W45,train,trained_best_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W45,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W45,train,trained_family_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W46,train,current_ensemble,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W46,train,random_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W46,train,trained_best_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W46,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W46,train,trained_family_ensemble,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W47,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W47,train,random_5,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W47,train,trained_best_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W47,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W47,train,trained_family_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W48,train,current_ensemble,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W48,train,random_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W48,train,trained_best_5,8,2,500.0,225.0,225.0,-275.0,-275.0
lotto649,大樂透,2007-W48,train,trained_blend,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W48,train,trained_family_ensemble,8,2,500.0,225.0,225.0,-275.0,-275.0
lotto649,大樂透,2007-W49,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W49,train,random_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W49,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W49,train,trained_blend,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W49,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W50,train,current_ensemble,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W50,train,random_5,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2007-W50,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W50,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2007-W50,train,trained_family_ensemble,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2007-W51,train,current_ensemble,8,2,500.0,250.0,250.0,-250.0,-250.0
lotto649,大樂透,2007-W51,train,random_5,8,2,500.0,250.0,250.0,-250.0,-250.0
lotto649,大樂透,2007-W51,train,trained_best_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W51,train,trained_blend,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W51,train,trained_family_ensemble,8,2,500.0,350.0,350.0,-150.0,-150.0
lotto649,大樂透,2007-W52,train,current_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2007-W52,train,random_5,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2007-W52,train,trained_best_5,8,2,500.0,325.0,325.0,-175.0,-175.0
lotto649,大樂透,2007-W52,train,trained_blend,8,2,500.0,125.0,125.0,-375.0,-375.0
lotto649,大樂透,2007-W52,train,trained_family_ensemble,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2008-W01,train,current_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2008-W01,train,random_5,8,2,500.0,683.625,683.625,183.625,183.625
lotto649,大樂透,2008-W01,train,trained_best_5,8,2,500.0,125.0,125.0,-375.0,-375.0
lotto649,大樂透,2008-W01,train,trained_blend,8,2,500.0,633.625,633.625,133.625,133.625
lotto649,大樂透,2008-W01,train,trained_family_ensemble,8,2,500.0,150.0,150.0,-350.0,-350.0
lotto649,大樂透,2008-W02,train,current_ensemble,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2008-W02,train,random_5,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2008-W02,train,trained_best_5,8,2,500.0,100.0,100.0,-400.0,-400.0
lotto649,大樂透,2008-W02,train,trained_blend,8,2,500.0,50.0,50.0,-450.0,-450.0
lotto649,大樂透,2008-W02,train,trained_family_ensemble,8,2,500.0,0.0,0.0,-500.0,-500.0
lotto649,大樂透,2008-W03,train,current_ensemble,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2008-W03,train,random_5,8,2,500.0,200.0,200.0,-300.0,-300.0
lotto649,大樂透,2008-W03,train,trained_best_5,8,2,500.0,100.0,100.0,-400.0,-400.0
