game,game_name,split,subset_id,agents,agent_count,draws,best_main_hits,total_main_hits,any_three_plus,special_hit_tickets,winning_tickets,any_prize,union_main_hits,union_size,delta_best_vs_random,delta_best_vs_random_ci_low,delta_best_vs_random_ci_high
lotto649,大樂透,development,antipop_taoist+random_monk,antipop_taoist+random_monk,2,1465,1.639590443686007,3.6873720136518773,0.08122866894197953,0.6191126279863481,0.1440273037542662,0.1378839590443686,2.8996587030716725,23.447098976109213,0.0035221843003412946,,
lotto649,大樂透,development,balance_engineer+cold_keeper,balance_engineer+cold_keeper,2,1465,1.6020477815699659,3.6873720136518773,0.09283276450511946,0.5863481228668942,0.1447098976109215,0.13651877133105803,2.71740614334471,21.795904436860067,-0.03402047781569966,,
lotto649,大樂透,development,balance_engineer+cold_keeper+hot_hunter,balance_engineer+cold_keeper+hot_hunter,3,1465,1.6293515358361774,3.6593856655290105,0.08737201365187713,0.5822525597269624,0.1440273037542662,0.13515358361774743,2.8791808873720135,23.444368600682594,-0.006716723549488057,,
lotto649,大樂透,development,balance_engineer+cold_keeper+hot_hunter+random_monk,balance_engineer+cold_keeper+hot_hunter+random_monk,4,1465,1.6484641638225257,3.6245733788395906,0.08327645051194539,0.5965870307167236,0.1378839590443686,0.13037542662116042,2.922866894197952,24.006143344709898,0.012395904436860066,,
lotto649,大樂透,development,balance_engineer+cold_keeper+random_monk,balance_engineer+cold_keeper+random_monk,3,1465,1.637542662116041,3.663481228668942,0.08737201365187713,0.5918088737201365,0.13993174061433447,0.13447098976109215,2.800682593856655,22.832764505119453,0.0014744027303754243,,
lotto649,大樂透,development,balance_engineer+hot_hunter,balance_engineer+hot_hunter,2,1465,1.6313993174061434,3.6880546075085325,0.08395904436860069,0.5733788395904437,0.1392491467576792,0.13310580204778158,2.8744027303754267,23.400682593856654,-0.004668941979522187,,
lotto649,大樂透,development,balance_engineer+hot_hunter+random_monk,balance_engineer+hot_hunter+random_monk,3,1465,1.661433447098976,3.696245733788396,0.09215017064846416,0.6020477815699659,0.15358361774744028,0.14812286689419796,2.92901023890785,23.787713310580205,0.025365187713310578,-0.007219368600682597,0.05797081911262796
lotto649,大樂透,development,balance_engineer+random_monk,balance_engineer+random_monk,2,1465,1.644368600682594,3.6716723549488055,0.08805460750853242,0.6027303754266211,0.1372013651877133,0.13037542662116042,2.9604095563139934,24.101023890784983,0.008300341296928325,,
lotto649,大樂透,development,cold_keeper+hot_hunter,cold_keeper+hot_hunter,2,1465,1.6218430034129694,3.6300341296928327,0.08395904436860069,0.5938566552901023,0.14197952218430035,0.13447098976109215,2.820477815699659,23.215699658703073,-0.014225255972696247,,
lotto649,大樂透,development,cold_keeper+hot_hunter+random_monk,cold_keeper+hot_hunter+random_monk,3,1465,1.647098976109215,3.6389078498293514,0.08600682593856655,0.616382252559727,0.14675767918088736,0.1378839590443686,2.919453924914676,23.894880546075086,0.011030716723549485,,
lotto649,大樂透,development,cold_keeper+random_monk,cold_keeper+random_monk,2,1465,1.6013651877133106,3.6580204778156995,0.08805460750853242,0.5945392491467577,0.13378839590443686,0.1310580204778157,2.6723549488054608,22.03481228668942,-0.03470307167235495,,
lotto649,大樂透,development,hot_hunter+random_monk,hot_hunter+random_monk,2,1465,1.6368600682593857,3.649829351535836,0.08737201365187713,0.6150170648464164,0.14948805460750852,0.1440273037542662,2.877815699658703,23.609556313993174,0.0007918088737201342,,
lotto649,大樂透,holdout,antipop_taoist+balance_engineer,antipop_taoist+balance_engineer,2,628,1.6671974522292994,3.805732484076433,0.09872611464968153,0.6146496815286624,0.1767515923566879,0.15286624203821655,2.9697452229299364,23.512738853503183,0.029267515923566887,,
lotto649,大樂透,holdout,antipop_taoist+balance_engineer+cold_keeper,antipop_taoist+balance_engineer+cold_keeper,3,628,1.6624203821656052,3.7929936305732483,0.10828025477707007,0.6257961783439491,0.20063694267515925,0.17993630573248406,2.800955414012739,22.64012738853503,0.024490445859872617,,
lotto649,大樂透,holdout,antipop_taoist+balance_engineer+cold_keeper+hot_hunter,antipop_taoist+balance_engineer+cold_keeper+hot_hunter,4,628,1.6528662420382165,3.710191082802548,0.10509554140127389,0.6114649681528662,0.18789808917197454,0.17038216560509553,2.9140127388535033,23.805732484076433,0.014936305732484082,,
lotto649,大樂透,holdout,antipop_taoist+balance_engineer+cold_keeper+hot_hunter+random_monk,antipop_taoist+balance_engineer+cold_keeper+hot_hunter+random_monk,5,628,1.6528662420382165,3.6863057324840764,0.09713375796178345,0.6257961783439491,0.16560509554140126,0.15445859872611464,3.0063694267515926,24.230891719745223,0.014936305732484082,,
lotto649,大樂透,holdout,antipop_taoist+balance_engineer+cold_keeper+random_monk,antipop_taoist+balance_engineer+cold_keeper+random_monk,4,628,1.6464968152866242,3.7436305732484074,0.09235668789808917,0.6337579617834395,0.16878980891719744,0.15445859872611464,2.9235668789808917,23.437898089171973,0.008566878980891727,,
lotto649,大樂透,holdout,antipop_taoist+balance_engineer+hot_hunter,antipop_taoist+balance_engineer+hot_hunter,3,628,1.6592356687898089,3.734076433121019,0.10828025477707007,0.6114649681528662,0.17038216560509553,0.15764331210191082,2.8964968152866244,23.606687898089174,0.02130573248407644,,
lotto649,大樂透,holdout,antipop_taoist+balance_engineer+hot_hunter+random_monk,antipop_taoist+balance_engineer+hot_hunter+random_monk,4,628,1.6847133757961783,3.7770700636942673,0.10191082802547771,0.6242038216560509,0.17038216560509553,0.160828025477707,3.022292993630573,23.936305732484076,0.04678343949044586,,
lotto649,大樂透,holdout,antipop_taoist+balance_engineer+random_monk,antipop_taoist+balance_engineer+random_monk,3,628,1.6687898089171975,3.770700636942675,0.09394904458598727,0.6098726114649682,0.1624203821656051,0.1449044585987261,3.0095541401273884,23.86783439490446,0.03085987261146498,,
lotto649,大樂透,holdout,antipop_taoist+cold_keeper,antipop_taoist+cold_keeper,2,628,1.6576433121019107,3.8359872611464967,0.09713375796178345,0.6035031847133758,0.18471337579617833,0.16719745222929935,2.8264331210191083,22.691082802547772,0.01971337579617835,,
lotto649,大樂透,holdout,antipop_taoist+cold_keeper+hot_hunter,antipop_taoist+cold_keeper+hot_hunter,3,628,1.660828025477707,3.710191082802548,0.09394904458598727,0.6226114649681529,0.1735668789808917,0.16401273885350318,2.878980891719745,23.598726114649683,0.02289808917197453,,
lotto649,大樂透,holdout,antipop_taoist+cold_keeper+hot_hunter+random_monk,antipop_taoist+cold_keeper+hot_hunter+random_monk,4,628,1.6560509554140128,3.727707006369427,0.09394904458598727,0.5939490445859873,0.16878980891719744,0.15605095541401273,2.979299363057325,23.988853503184714,0.018121019108280262,,
lotto649,大樂透,holdout,antipop_taoist+cold_keeper+random_monk,antipop_taoist+cold_keeper+random_monk,3,628,1.660828025477707,3.7627388535031847,0.09235668789808917,0.6242038216560509,0.17993630573248406,0.1624203821656051,2.893312101910828,23.21815286624204,0.02289808917197453,,
lotto649,大樂透,holdout,antipop_taoist+hot_hunter,antipop_taoist+hot_hunter,2,628,1.6703821656050954,3.78343949044586,0.1035031847133758,0.5987261146496815,0.16401273885350318,0.15445859872611464,2.917197452229299,23.429936305732483,0.03245222929936306,,
lotto649,大樂透,holdout,antipop_taoist+hot_hunter+random_monk,antipop_taoist+hot_hunter+random_monk,3,628,1.6735668789808917,3.727707006369427,0.10191082802547771,0.6449044585987261,0.16719745222929935,0.15764331210191082,2.9187898089171975,23.678343949044585,0.03563694267515924,,
lotto649,大樂透,holdout,antipop_taoist+random_monk,antipop_taoist+random_monk,2,628,1.6687898089171975,3.820063694267516,0.09394904458598727,0.5939490445859873,0.16560509554140126,0.1480891719745223,2.9745222929936306,23.554140127388536,0.03085987261146498,,
lotto649,大樂透,holdout,balance_engineer+cold_keeper,balance_engineer+cold_keeper,2,628,1.664012738853503,3.7643312101910826,0.1035031847133758,0.6114649681528662,0.18949044585987262,0.1735668789808917,2.734076433121019,21.796178343949045,0.02608280254777071,,
lotto649,大樂透,holdout,balance_engineer+cold_keeper+hot_hunter,balance_engineer+cold_keeper+hot_hunter,3,628,1.6560509554140128,3.6926751592356686,0.10509554140127389,0.5859872611464968,0.17197452229299362,0.1624203821656051,2.8423566878980893,23.519108280254777,0.018121019108280262,,
lotto649,大樂透,holdout,balance_engineer+cold_keeper+hot_hunter+random_monk,balance_engineer+cold_keeper+hot_hunter+random_monk,4,628,1.624203821656051,3.679936305732484,0.08917197452229299,0.5875796178343949,0.1624203821656051,0.15605095541401273,2.9426751592356686,24.03184713375796,-0.013726114649681521,,
lotto649,大樂透,holdout,balance_engineer+cold_keeper+random_monk,balance_engineer+cold_keeper+random_monk,3,628,1.64171974522293,3.7468152866242037,0.09235668789808917,0.6273885350318471,0.16401273885350318,0.14968152866242038,2.7961783439490446,22.730891719745223,0.003789808917197459,,
lotto649,大樂透,holdout,balance_engineer+hot_hunter,balance_engineer+hot_hunter,2,628,1.664012738853503,3.7595541401273884,0.10031847133757962,0.5621019108280255,0.16401273885350318,0.15127388535031847,2.878980891719745,23.420382165605094,0.026082802547770706,,
lotto649,大樂透,holdout,balance_engineer+hot_hunter+random_monk,balance_engineer+hot_hunter+random_monk,3,628,1.6512738853503184,3.729299363057325,0.09076433121019108,0.5668789808917197,0.14331210191082802,0.13853503184713375,2.929936305732484,23.794585987261147,0.013343949044585994,-0.038614649681528654,0.06411783439490436
lotto649,大樂透,holdout,balance_engineer+random_monk,balance_engineer+random_monk,2,628,1.7022292993630572,3.785031847133758,0.10031847133757962,0.6114649681528662,0.16560509554140126,0.15764331210191082,3.022292993630573,24.162420382165607,0.06429936305732485,,
lotto649,大樂透,holdout,cold_keeper+hot_hunter,cold_keeper+hot_hunter,2,628,1.6560509554140128,3.748407643312102,0.10509554140127389,0.5700636942675159,0.1767515923566879,0.16401273885350318,2.8964968152866244,23.35031847133758,0.018121019108280262,,
lotto649,大樂透,holdout,cold_keeper+hot_hunter+random_monk,cold_keeper+hot_hunter+random_monk,3,628,1.6464968152866242,3.75,0.09394904458598727,0.5939490445859873,0.16401273885350318,0.15286624203821655,2.9761146496815285,23.921974522292995,0.008566878980891727,,
lotto649,大樂透,holdout,cold_keeper+random_monk,cold_keeper+random_monk,2,628,1.6194267515923566,3.7420382165605095,0.09235668789808917,0.6178343949044586,0.16878980891719744,0.14968152866242038,2.727707006369427,21.98248407643312,-0.018503184713375788,,
lotto649,大樂透,holdout,hot_hunter+random_monk,hot_hunter+random_monk,2,628,1.660828025477707,3.767515923566879,0.09554140127388536,0.5748407643312102,0.1592356687898089,0.15127388535031847,2.9076433121019107,23.576433121019107,0.02289808917197453,,
super,威力彩,development,antipop_taoist+balance_engineer,antipop_taoist+balance_engineer,2,1308,1.9105504587155964,4.696483180428134,0.17507645259938837,0.6383792048929664,0.591743119266055,0.4694189602446483,3.4174311926605503,21.748470948012233,-0.01602064220183486,,
super,威力彩,development,antipop_taoist+balance_engineer+cold_keeper,antipop_taoist+balance_engineer+cold_keeper,3,1308,1.922782874617737,4.711773700305811,0.17966360856269112,0.6353211009174312,0.599388379204893,0.46712538226299694,3.301987767584098,21.05504587155963,-0.0037882262996941883,,
super,威力彩,development,antipop_taoist+balance_engineer+cold_keeper+hot_hunter,antipop_taoist+balance_engineer+cold_keeper+hot_hunter,4,1308,1.922782874617737,4.730886850152905,0.17507645259938837,0.6383792048929664,0.591743119266055,0.46865443425076453,3.4648318042813457,21.9197247706422,-0.0037882262996941883,,
super,威力彩,development,antipop_taoist+balance_engineer+cold_keeper+hot_hunter+random_monk,antipop_taoist+balance_engineer+cold_keeper+hot_hunter+random_monk,5,1308,1.9243119266055047,4.717125382262997,0.17584097859327216,0.6123853211009175,0.5718654434250765,0.4648318042813456,3.5160550458715596,22.398318042813457,-0.002259174311926604,,
super,威力彩,development,antipop_taoist+balance_engineer+cold_keeper+random_monk,antipop_taoist+balance_engineer+cold_keeper+random_monk,4,1308,1.944954128440367,4.763761467889908,0.18654434250764526,0.6368501529051988,0.6116207951070336,0.4877675840978593,3.467889908256881,21.78822629969419,0.01838302752293578,-0.019365538990825666,0.05518836009174313
super,威力彩,development,antipop_taoist+balance_engineer+hot_hunter,antipop_taoist+balance_engineer+hot_hunter,3,1308,1.9166666666666667,4.7255351681957185,0.1743119266055046,0.6368501529051988,0.5840978593272171,0.4717125382262997,3.4396024464831805,21.804281345565748,-0.009904434250764524,,
super,威力彩,development,antipop_taoist+balance_engineer+hot_hunter+random_monk,antipop_taoist+balance_engineer+hot_hunter+random_monk,4,1308,1.9105504587155964,4.688837920489297,0.1620795107033639,0.6314984709480123,0.577217125382263,0.45795107033639143,3.489296636085627,22.254587155963304,-0.01602064220183486,,
super,威力彩,development,antipop_taoist+balance_engineer+random_monk,antipop_taoist+balance_engineer+random_monk,3,1308,1.9181957186544343,4.708715596330276,0.1651376146788991,0.6314984709480123,0.5756880733944955,0.45565749235474007,3.467125382262997,22.081804281345565,-0.00837538226299694,,
super,威力彩,development,antipop_taoist+cold_keeper,antipop_taoist+cold_keeper,2,1308,1.9311926605504588,4.752293577981652,0.18501529051987767,0.6383792048929664,0.6077981651376146,0.4701834862385321,3.3287461773700304,21.090978593272173,0.004621559633027525,,
super,威力彩,development,antipop_taoist+cold_keeper+hot_hunter,antipop_taoist+cold_keeper+hot_hunter,3,1308,1.9166666666666667,4.707951070336391,0.1811926605504587,0.6185015290519877,0.5825688073394495,0.4648318042813456,3.403669724770642,21.67737003058104,-0.009904434250764524,,
super,威力彩,development,antipop_taoist+cold_keeper+hot_hunter+random_monk,antipop_taoist+cold_keeper+hot_hunter+random_monk,4,1308,1.9136085626911314,4.708715596330276,0.17660550458715596,0.6185015290519877,0.5749235474006116,0.4625382262996942,3.4571865443425076,22.083333333333332,-0.012962538226299693,,
super,威力彩,development,antipop_taoist+cold_keeper+random_monk,antipop_taoist+cold_keeper+random_monk,3,1308,1.9288990825688073,4.746177370030581,0.17889908256880735,0.6253822629969419,0.5932721712538226,0.4648318042813456,3.38914373088685,21.5,0.0023279816513761486,,
super,威力彩,development,antipop_taoist+hot_hunter,antipop_taoist+hot_hunter,2,1308,1.9204892966360856,4.7255351681957185,0.1811926605504587,0.6353211009174312,0.5963302752293578,0.47706422018348627,3.4273700305810397,21.659021406727827,-0.006081804281345565,,
super,威力彩,development,antipop_taoist+hot_hunter+random_monk,antipop_taoist+hot_hunter+random_monk,3,1308,1.907492354740061,4.714831804281346,0.1712538226299694,0.6422018348623854,0.5894495412844036,0.4625382262996942,3.4801223241590216,22.047400611620795,-0.01907874617737003,,
super,威力彩,development,antipop_taoist+random_monk,antipop_taoist+random_monk,2,1308,1.9212538226299694,4.753058103975535,0.16972477064220184,0.636085626911315,0.5940366972477065,0.463302752293578,3.44954128440367,21.80275229357798,-0.005317278287461772,,
super,威力彩,development,balance_engineer+cold_keeper,balance_engineer+cold_keeper,2,1308,1.8608562691131498,4.693425076452599,0.17507645259938837,0.6437308868501529,0.613914373088685,0.4503058103975535,3.1131498470948014,20.08868501529052,-0.06571483180428135,,
super,威力彩,development,balance_engineer+cold_keeper+hot_hunter,balance_engineer+cold_keeper+hot_hunter,3,1308,1.926605504587156,4.755351681957187,0.1827217125382263,0.6376146788990825,0.6085626911314985,0.4740061162079511,3.482415902140673,21.74006116207951,3.4403669724772285e-05,,
super,威力彩,development,balance_engineer+cold_keeper+hot_hunter+random_monk,balance_engineer+cold_keeper+hot_hunter+random_monk,4,1308,1.9311926605504588,4.752293577981652,0.17813455657492355,0.6246177370030581,0.5940366972477065,0.481651376146789,3.5642201834862384,22.321865443425075,0.004621559633027525,,
super,威力彩,development,balance_engineer+cold_keeper+random_monk,balance_engineer+cold_keeper+random_monk,3,1308,1.9143730886850152,4.7255351681957185,0.17660550458715596,0.6414373088685015,0.6039755351681957,0.46865443425076453,3.3325688073394497,21.208715596330276,-0.0121980122324159,,
super,威力彩,development,balance_engineer+hot_hunter,balance_engineer+hot_hunter,2,1308,1.9021406727828747,4.672782874617737,0.1735474006116208,0.6330275229357798,0.5779816513761468,0.45565749235474007,3.4839449541284404,21.839449541284402,-0.024430428134556575,,
super,威力彩,development,balance_engineer+hot_hunter+random_monk,balance_engineer+hot_hunter+random_monk,3,1308,1.9181957186544343,4.724770642201835,0.1720183486238532,0.632262996941896,0.5833333333333334,0.4717125382262997,3.525993883792049,22.214067278287462,-0.00837538226299694,,
super,威力彩,development,balance_engineer+random_monk,balance_engineer+random_monk,2,1308,1.9181957186544343,4.680428134556575,0.1628440366972477,0.6368501529051988,0.5787461773700305,0.4648318042813456,3.522935779816514,22.553516819571865,-0.00837538226299694,,
super,威力彩,development,cold_keeper+hot_hunter,cold_keeper+hot_hunter,2,1308,1.9281345565749235,4.740061162079511,0.18501529051987767,0.6292048929663608,0.6009174311926605,0.4648318042813456,3.4311926605504586,21.54051987767584,0.0015634556574923566,,
super,威力彩,development,cold_keeper+hot_hunter+random_monk,cold_keeper+hot_hunter+random_monk,3,1308,1.9273700305810397,4.7110091743119265,0.17813455657492355,0.6169724770642202,0.5756880733944955,0.4533639143730887,3.485474006116208,22.208715596330276,0.0007989296636085647,,
super,威力彩,development,cold_keeper+random_monk,cold_keeper+random_monk,2,1308,1.8990825688073394,4.769877675840979,0.1712538226299694,0.6093272171253823,0.5909785932721713,0.4525993883792049,3.2370030581039755,20.412844036697248,-0.02748853211009174,,
super,威力彩,development,hot_hunter+random_monk,hot_hunter+random_monk,2,1308,1.9051987767584098,4.7515290519877675,0.17660550458715596,0.6437308868501529,0.5909785932721713,0.4701834862385321,3.5168195718654434,21.94954128440367,-0.021372324159021405,,
super,威力彩,holdout,antipop_taoist+balance_engineer,antipop_taoist+balance_engineer,2,561,1.8912655971479502,4.6541889483065955,0.17647058823529413,0.6007130124777184,0.5757575757575758,0.46524064171123,3.3636363636363638,21.77005347593583,-0.03617647058823529,,
super,威力彩,holdout,antipop_taoist+balance_engineer+cold_keeper,antipop_taoist+balance_engineer+cold_keeper,3,561,1.8859180035650625,4.606060606060606,0.17825311942959002,0.6274509803921569,0.5864527629233511,0.47771836007130125,3.2549019607843137,21.07843137254902,-0.04152406417112299,,
super,威力彩,holdout,antipop_taoist+balance_engineer+cold_keeper+hot_hunter,antipop_taoist+balance_engineer+cold_keeper+hot_hunter,4,561,1.9180035650623886,4.588235294117647,0.16755793226381463,0.6007130124777184,0.5525846702317291,0.44206773618538325,3.408199643493761,22.131907308377897,-0.009438502673796789,,
super,威力彩,holdout,antipop_taoist+balance_engineer+cold_keeper+hot_hunter+random_monk,antipop_taoist+balance_engineer+cold_keeper+hot_hunter+random_monk,5,561,1.9197860962566844,4.647058823529412,0.1711229946524064,0.6131907308377896,0.5846702317290553,0.45276292335115864,3.4955436720142603,22.51693404634581,-0.007655971479500888,,
super,威力彩,holdout,antipop_taoist+balance_engineer+cold_keeper+random_monk,antipop_taoist+balance_engineer+cold_keeper+random_monk,4,561,1.914438502673797,4.720142602495543,0.18181818181818182,0.6096256684491979,0.5775401069518716,0.45811051693404636,3.4010695187165774,21.714795008912656,-0.013003565062388589,-0.06836408199643494,0.04261786987522278
super,威力彩,holdout,antipop_taoist+balance_engineer+hot_hunter,antipop_taoist+balance_engineer+hot_hunter,3,561,1.9269162210338682,4.661319073083779,0.1711229946524064,0.5918003565062389,0.5614973262032086,0.44919786096256686,3.4349376114081998,21.93582887700535,-0.0005258467023172869,,
super,威力彩,holdout,antipop_taoist+balance_engineer+hot_hunter+random_monk,antipop_taoist+balance_engineer+hot_hunter+random_monk,4,561,1.9180035650623886,4.647058823529412,0.16755793226381463,0.6042780748663101,0.5632798573975044,0.4385026737967914,3.4402852049910875,22.2174688057041,-0.009438502673796789,,
super,威力彩,holdout,antipop_taoist+balance_engineer+random_monk,antipop_taoist+balance_engineer+random_monk,3,561,1.8948306595365418,4.709447415329768,0.17290552584670232,0.6042780748663101,0.5935828877005348,0.46880570409982175,3.442067736185383,21.887700534759357,-0.03261140819964349,,
super,威力彩,holdout,antipop_taoist+cold_keeper,antipop_taoist+cold_keeper,2,561,1.9001782531194296,4.647058823529412,0.1836007130124777,0.6060606060606061,0.5864527629233511,0.45989304812834225,3.2584670231729054,21.083778966131906,-0.02726381461675579,,
super,威力彩,holdout,antipop_taoist+cold_keeper+hot_hunter,antipop_taoist+cold_keeper+hot_hunter,3,561,1.9304812834224598,4.645276292335116,0.1889483065953654,0.5864527629233511,0.5632798573975044,0.4474153297682709,3.4349376114081998,21.967914438502675,0.0030392156862745143,,
super,威力彩,holdout,antipop_taoist+cold_keeper+hot_hunter+random_monk,antipop_taoist+cold_keeper+hot_hunter+random_monk,4,561,1.9162210338680927,4.639928698752228,0.16755793226381463,0.6149732620320856,0.5543672014260249,0.44206773618538325,3.4670231729055256,22.1729055258467,-0.011221033868092686,,
super,威力彩,holdout,antipop_taoist+cold_keeper+random_monk,antipop_taoist+cold_keeper+random_monk,3,561,1.9251336898395721,4.723707664884135,0.19786096256684493,0.6238859180035651,0.6096256684491979,0.47237076648841353,3.3493761140819966,21.461675579322637,-0.002308377896613187,,
super,威力彩,holdout,antipop_taoist+hot_hunter,antipop_taoist+hot_hunter,2,561,1.9483065953654188,4.695187165775401,0.17647058823529413,0.5971479500891266,0.5686274509803921,0.4474153297682709,3.408199643493761,21.737967914438503,0.020864527629233513,,
super,威力彩,holdout,antipop_taoist+hot_hunter+random_monk,antipop_taoist+hot_hunter+random_monk,3,561,1.9215686274509804,4.750445632798574,0.17647058823529413,0.6078431372549019,0.5828877005347594,0.45811051693404636,3.4705882352941178,21.884135472370765,-0.005873440285204988,,
super,威力彩,holdout,antipop_taoist+random_monk,antipop_taoist+random_monk,2,561,1.896613190730838,4.720142602495543,0.1746880570409982,0.6149732620320856,0.5971479500891266,0.45811051693404636,3.4171122994652405,21.60071301247772,-0.03082887700534759,,
super,威力彩,holdout,balance_engineer+cold_keeper,balance_engineer+cold_keeper,2,561,1.8912655971479502,4.714795008912656,0.17290552584670232,0.6452762923351159,0.5739750445632799,0.4474153297682709,3.1390374331550803,20.13547237076649,-0.03617647058823529,,
super,威力彩,holdout,balance_engineer+cold_keeper+hot_hunter,balance_engineer+cold_keeper+hot_hunter,3,561,1.9126559714795008,4.606060606060606,0.16399286987522282,0.6042780748663101,0.5614973262032086,0.44919786096256686,3.3529411764705883,21.62566844919786,-0.014786096256684488,,
super,威力彩,holdout,balance_engineer+cold_keeper+hot_hunter+random_monk,balance_engineer+cold_keeper+hot_hunter+random_monk,4,561,1.9215686274509804,4.677361853832442,0.16399286987522282,0.5989304812834224,0.5579322638146168,0.44919786096256686,3.481283422459893,22.245989304812834,-0.005873440285204987,,
super,威力彩,holdout,balance_engineer+cold_keeper+random_monk,balance_engineer+cold_keeper+random_monk,3,561,1.8983957219251337,4.7005347593582885,0.1622103386809269,0.6221033868092691,0.5828877005347594,0.4741532976827095,3.303030303030303,21.08199643493761,-0.02904634581105169,,
super,威力彩,holdout,balance_engineer+hot_hunter,balance_engineer+hot_hunter,2,561,1.9019607843137254,4.684491978609626,0.1657754010695187,0.6096256684491979,0.5704099821746881,0.47593582887700536,3.3868092691622103,21.668449197860962,-0.02548128342245989,,
super,威力彩,holdout,balance_engineer+hot_hunter+random_monk,balance_engineer+hot_hunter+random_monk,3,561,1.9251336898395721,4.723707664884135,0.1657754010695187,0.5828877005347594,0.5632798573975044,0.47593582887700536,3.4598930481283423,22.02673796791444,-0.002308377896613187,,
super,威力彩,holdout,balance_engineer+random_monk,balance_engineer+random_monk,2,561,1.9304812834224598,4.780748663101604,0.17290552584670232,0.6149732620320856,0.5918003565062389,0.483065953654189,3.57397504456328,22.49197860962567,0.0030392156862745134,,
