game,game_name,split,agent,agent_name,draws,proposal_mean_main_hits,proposal_best_main_hits,unique_candidate_numbers,selected_ticket_share,leaveout_delta_best_main_hits,leaveout_delta_best_main_hits_ci_low,leaveout_delta_best_main_hits_ci_high,leaveout_delta_union_main_hits,replacement_delta_best_main_hits,replacement_delta_best_main_hits_ci_low,replacement_delta_best_main_hits_ci_high,replacement_delta_total_main_hits,replacement_delta_union_main_hits,replacement_delta_union_size,replacement_selection_overlap,action
super,威力彩,development,antipop_taoist,反眾道人,1308,0.9446992864424058,1.628440366972477,1.952599388379205,0.35397553516819574,-0.0007645259938837921,-0.034403669724770644,0.03363914373088685,0.05045871559633028,0.07492354740061162,0.0382262996941896,0.11238532110091744,0.017584097859327217,0.41743119266055045,2.5466360856269112,0.40871559633027527,replacement_supported
super,威力彩,development,balance_engineer,均衡工程師,1308,0.9235474006116208,1.5978593272171253,2.0756880733944953,0.024617737003058106,-0.016819571865443424,-0.045871559633027525,0.011467889908256881,-0.05045871559633028,0.035168195718654434,-0.0022935779816513763,0.07110091743119266,-0.04204892966360856,0.34785932721712537,2.3188073394495414,0.5538226299694189,inconclusive
super,威力彩,development,cold_keeper,冷灶守望者,1308,0.9569317023445464,1.5787461773700306,1.77217125382263,0.15902140672782875,-0.024464831804281346,-0.05353593272171254,0.0061162079510703364,-0.023700305810397553,0.047400611620795105,0.005351681957186544,0.08870412844036688,-0.021406727828746176,0.3516819571865443,2.311926605504587,0.5363914373088685,replacement_supported
super,威力彩,development,hot_hunter,熱手獵人,1308,0.9390927624872578,1.6077981651376148,2.238532110091743,0.21299694189602447,0.0191131498470948,-0.01452599388379205,0.05045871559633028,-0.052752293577981654,0.06880733944954129,0.029032874617737008,0.10475917431192651,0.03058103975535168,0.37155963302752293,2.095565749235474,0.537308868501529,replacement_supported
super,威力彩,development,random_monk,亂數修士,1308,0.9543832823649336,1.6337920489296636,2.172782874617737,0.249388379204893,-0.005351681957186544,-0.035168195718654434,0.024464831804281346,-0.05122324159021407,0.06957186544342507,0.03211009174311927,0.10703363914373089,0.053516819571865444,0.3562691131498471,2.085626911314985,0.5336391437308868,replacement_supported
super,威力彩,holdout,antipop_taoist,反眾道人,561,0.9316696375519904,1.607843137254902,2.1105169340463457,0.3479500891265597,0.0035650623885918,-0.0570855614973262,0.06060606060606061,-0.016042780748663103,0.0766488413547237,0.008912655971479501,0.13903743315508021,0.0017825311942959,0.3672014260249554,2.3885918003565063,0.4285204991087344,replacement_supported
super,威力彩,holdout,balance_engineer,均衡工程師,561,0.9500891265597148,1.6185383244206775,2.1550802139037435,0.0196078431372549,-0.0035650623885918,-0.0481283422459893,0.0427807486631016,-0.0285204991087344,0.08377896613190731,0.023172905525846704,0.14442959001782504,0.03208556149732621,0.36185383244206776,2.1479500891265597,0.5522281639928699,replacement_supported
super,威力彩,holdout,cold_keeper,冷灶守望者,561,0.9376114081996435,1.5561497326203209,1.8627450980392157,0.1586452762923351,0.0,-0.040998217468805706,0.0374331550802139,-0.03208556149732621,0.08377896613190731,0.012477718360071301,0.1497326203208556,0.11942959001782531,0.42602495543672014,2.128342245989305,0.5411764705882354,replacement_supported
super,威力彩,holdout,hot_hunter,熱手獵人,561,0.9346405228758171,1.6167557932263814,2.242424242424242,0.2231729055258467,-0.0035650623885918,-0.049910873440285206,0.040998217468805706,-0.08377896613190731,0.05525846702317291,-0.0071301247771836,0.11586452762923351,0.09269162210338681,0.3137254901960784,1.8734402852049912,0.5361853832442068,inconclusive
super,威力彩,holdout,random_monk,亂數修士,561,0.954248366013072,1.6131907308377897,2.087344028520499,0.25062388591800355,0.012477718360071301,-0.03208556149732621,0.05525846702317291,-0.0766488413547237,0.0766488413547237,0.0196078431372549,0.13725490196078433,0.058823529411764705,0.3672014260249554,2.105169340463458,0.5415329768270944,replacement_supported
