game,game_name,split,ranker,draws,union_main_hits,best_main_hits,any_three_plus,any_prize,union_main_hits_minus_consensus,best_main_hits_minus_consensus,any_three_plus_minus_consensus,any_prize_minus_consensus
super,威力彩,development,mix_104,1308,4.697247706422019,2.0481651376146788,0.19724770642201836,0.5726299694189603,-0.03440366972477005,-0.024464831804281495,-0.006880733944954115,0.025993883792048922
super,威力彩,holdout,consensus,561,4.793226381461675,2.073083778966132,0.19964349376114082,0.5454545454545454,0.0,0.0,0.0,0.0
super,威力彩,holdout,hot_all,561,4.7718360071301245,2.0802139037433154,0.1925133689839572,0.5365418894830659,-0.021390374331550888,0.007130124777183333,-0.007130124777183611,-0.0089126559714795
super,威力彩,holdout,gap,561,4.704099821746881,2.037433155080214,0.17825311942959002,0.5133689839572193,-0.08912655971479477,-0.035650623885918,-0.021390374331550804,-0.03208556149732611
super,威力彩,holdout,hot_13,561,4.7736185383244205,2.1105169340463457,0.20677361853832443,0.5204991087344029,-0.019607843137254832,0.03743315508021361,0.007130124777183611,-0.024955436720142554
super,威力彩,holdout,cold_13,561,4.709447415329768,2.0463458110516934,0.17290552584670232,0.5133689839572193,-0.0837789661319075,-0.02673796791443861,-0.0267379679144385,-0.03208556149732611
super,威力彩,holdout,mix_13,561,4.718360071301248,2.087344028520499,0.21212121212121213,0.5383244206773619,-0.07486631016042722,0.01426024955436711,0.012477718360071305,-0.007130124777183555
super,威力彩,holdout,hot_26,561,4.757575757575758,2.0766488413547237,0.1925133689839572,0.5365418894830659,-0.035650623885917554,0.0035650623885916666,-0.007130124777183611,-0.0089126559714795
super,威力彩,holdout,cold_26,561,4.705882352941177,2.0606060606060606,0.1836007130124777,0.5383244206773619,-0.08734402852049872,-0.0124777183600715,-0.01604278074866311,-0.007130124777183555
super,威力彩,holdout,mix_26,561,4.739750445632799,2.0748663101604277,0.19786096256684493,0.5151515151515151,-0.05347593582887633,0.0017825311942956112,-0.0017825311942958888,-0.030303030303030276
super,威力彩,holdout,hot_52,561,4.754010695187166,2.092691622103387,0.19429590017825313,0.5347593582887701,-0.039215686274509665,0.019607843137254832,-0.005347593582887694,-0.010695187165775333
super,威力彩,holdout,cold_52,561,4.750445632798574,2.087344028520499,0.20499108734402852,0.5222816399286988,-0.042780748663101775,0.01426024955436711,0.005347593582887694,-0.02317290552584661
super,威力彩,holdout,mix_52,561,4.736185383244207,2.0677361853832443,0.18716577540106952,0.5044563279857398,-0.05704099821746844,-0.005347593582887722,-0.012477718360071305,-0.04099821746880561
super,威力彩,holdout,hot_104,561,4.7718360071301245,2.1140819964349378,0.22103386809269163,0.5436720142602496,-0.021390374331550888,0.04099821746880572,0.021390374331550804,-0.0017825311942958333
super,威力彩,holdout,cold_104,561,4.7736185383244205,2.09982174688057,0.20855614973262032,0.5294117647058824,-0.019607843137254832,0.026737967914438165,0.0089126559714795,-0.016042780748663055
super,威力彩,holdout,mix_104,561,4.762923351158645,2.085561497326203,0.20855614973262032,0.5365418894830659,-0.030303030303030276,0.012477718360071055,0.0089126559714795,-0.0089126559714795
lotto649,大樂透,development,consensus,1465,3.707849829351536,1.7406143344709897,0.09965870307167235,0.157679180887372,0.0,0.0,0.0,0.0
lotto649,大樂透,development,hot_all,1465,3.6559726962457337,1.7310580204778157,0.0901023890784983,0.14744027303754267,-0.05187713310580211,-0.009556313993174026,-0.009556313993174054,-0.010238907849829337
lotto649,大樂透,development,gap,1465,3.685324232081911,1.752901023890785,0.0962457337883959,0.1590443686006826,-0.022525597269624775,0.012286689419795271,-0.0034129692832764458,0.001365187713310595
lotto649,大樂透,development,hot_13,1465,3.7003412969283276,1.7542662116040955,0.1037542662116041,0.16382252559726962,-0.007508532423208258,0.013651877133105783,0.004095563139931743,0.006143344709897608
lotto649,大樂透,development,cold_13,1465,3.6675767918088735,1.7283276450511946,0.08532423208191127,0.14334470989761092,-0.040273037542662316,-0.01228668941979505,-0.01433447098976108,-0.014334470989761094
lotto649,大樂透,development,mix_13,1465,3.6791808873720138,1.7358361774744027,0.08805460750853242,0.15494880546075085,-0.028668941979522078,-0.004778156996587013,-0.011604095563139932,-0.002730375426621162
lotto649,大樂透,development,hot_26,1465,3.647098976109215,1.7228668941979521,0.09351535836177474,0.1658703071672355,-0.06075085324232088,-0.01774744027303754,-0.006143344709897608,0.008191126279863487
lotto649,大樂透,development,cold_26,1465,3.734470989761092,1.733788395904437,0.08054607508532423,0.1372013651877133,0.02662116040955631,-0.0068259385665527805,-0.01911262798634812,-0.020477815699658702
lotto649,大樂透,development,mix_26,1465,3.6682593856655292,1.7276450511945391,0.09692832764505119,0.15426621160409557,-0.039590443686006616,-0.012969283276450527,-0.002730375426621162,-0.0034129692832764458
lotto649,大樂透,development,hot_52,1465,3.6668941979522183,1.731740614334471,0.09351535836177474,0.14812286689419796,-0.04095563139931757,-0.00887372013651877,-0.006143344709897608,-0.009556313993174054
lotto649,大樂透,development,cold_52,1465,3.68259385665529,1.7180887372013651,0.09078498293515358,0.14675767918088736,-0.0252559726962458,-0.022525597269624553,-0.00887372013651877,-0.010921501706484649
lotto649,大樂透,development,mix_52,1465,3.698293515358362,1.738566552901024,0.09897610921501707,0.15358361774744028,-0.009556313993174026,-0.0020477815699657675,-0.0006825938566552836,-0.004095563139931729
lotto649,大樂透,development,hot_104,1465,3.6627986348122867,1.7221843003412969,0.08600682593856655,0.14266211604095563,-0.045051194539249106,-0.018430034129692796,-0.013651877133105797,-0.015017064846416378
lotto649,大樂透,development,cold_104,1465,3.701706484641638,1.7283276450511946,0.08668941979522184,0.14744027303754267,-0.006143344709897747,-0.01228668941979505,-0.012969283276450513,-0.010238907849829337
lotto649,大樂透,development,mix_104,1465,3.675085324232082,1.7310580204778157,0.09692832764505119,0.15085324232081912,-0.03276450511945406,-0.009556313993174026,-0.002730375426621162,-0.0068259385665528916
lotto649,大樂透,holdout,consensus,628,3.732484076433121,1.7054140127388535,0.07802547770700637,0.11942675159235669,0.0,0.0,0.0,0.0
lotto649,大樂透,holdout,hot_all,628,3.5987261146496814,1.694267515923567,0.08121019108280254,0.12738853503184713,-0.13375796178343968,-0.011146496815286566,0.0031847133757961776,0.007961783439490444
lotto649,大樂透,holdout,gap,628,3.6464968152866244,1.7468152866242037,0.09235668789808917,0.16719745222929935,-0.08598726114649669,0.0414012738853502,0.0143312101910828,0.047770700636942665
lotto649,大樂透,holdout,hot_13,628,3.699044585987261,1.7436305732484076,0.0875796178343949,0.16719745222929935,-0.03343949044585992,0.03821656050955413,0.009554140127388533,0.047770700636942665
lotto649,大樂透,holdout,cold_13,628,3.6815286624203822,1.7277070063694266,0.0875796178343949,0.1449044585987261,-0.05095541401273884,0.022292993630573132,0.009554140127388533,0.02547770700636942
lotto649,大樂透,holdout,mix_13,628,3.694267515923567,1.713375796178344,0.08280254777070063,0.160828025477707,-0.03821656050955413,0.0079617834394905,0.0047770700636942665,0.04140127388535031
lotto649,大樂透,holdout,hot_26,628,3.6082802547770703,1.7117834394904459,0.08598726114649681,0.14171974522292993,-0.12420382165605082,0.006369426751592355,0.007961783439490444,0.022292993630573243
lotto649,大樂透,holdout,cold_26,628,3.7070063694267517,1.7292993630573248,0.09394904458598727,0.14171974522292993,-0.02547770700636942,0.023885350318471277,0.015923566878980902,0.022292993630573243
lotto649,大樂透,holdout,mix_26,628,3.662420382165605,1.7229299363057324,0.08280254777070063,0.1464968152866242,-0.07006369426751613,0.01751592356687892,0.0047770700636942665,0.02707006369426751
lotto649,大樂透,holdout,hot_52,628,3.660828025477707,1.7802547770700636,0.12261146496815287,0.18152866242038215,-0.07165605095541405,0.07484076433121012,0.0445859872611465,0.062101910828025464
lotto649,大樂透,holdout,cold_52,628,3.6735668789808917,1.7531847133757963,0.10509554140127389,0.1767515923566879,-0.05891719745222934,0.047770700636942776,0.027070063694267524,0.0573248407643312
lotto649,大樂透,holdout,mix_52,628,3.7245222929936306,1.7547770700636942,0.10828025477707007,0.16560509554140126,-0.0079617834394905,0.0493630573248407,0.0302547770700637,0.046178343949044576
lotto649,大樂透,holdout,hot_104,628,3.678343949044586,1.7117834394904459,0.09394904458598727,0.13535031847133758,-0.05414012738853513,0.006369426751592355,0.015923566878980902,0.015923566878980888
lotto649,大樂透,holdout,cold_104,628,3.656050955414013,1.7515923566878981,0.10031847133757962,0.15127388535031847,-0.07643312101910826,0.04617834394904463,0.022292993630573257,0.031847133757961776
lotto649,大樂透,holdout,mix_104,628,3.7197452229299364,1.7277070063694266,0.09076433121019108,0.1449044585987261,-0.01273885350318471,0.022292993630573132,0.01273885350318471,0.02547770700636942
